,age,father,mother
2558,19,No,No
2559,0,No,No
2560,0,No,No
2561,0,No,No
2562,0,No,No
2563,0,No,No
2564,22,Valid Skip,No
2565,0,Valid Skip,No
2566,0,No,No
2567,0,No,No
2568,0,No,No
2569,0,No,No
2570,0,No,No
2571,0,No,No
2572,0,No,No
2573,0,No,No
2574,0,Non Interview,Non Interview
2575,0,No,No
2576,0,No,No
2577,0,No,No
2578,0,Non Interview,Non Interview
2579,0,No,No
2580,0,No,No
2581,0,No,No
2582,0,No,No
2583,0,Non Interview,Non Interview
2584,0,Non Interview,Non Interview
2585,0,No,No
2586,0,Valid Skip,No
2587,0,Non Interview,Non Interview
2588,0,No,No
2589,0,No,No
2590,0,No,No
2591,18,No,No
2592,0,No,No
2593,0,No,No
2594,0,No,No
2595,0,No,No
2596,0,No,No
2597,0,No,No
2598,0,Non Interview,Non Interview
2599,24,No,No
2600,0,No,No
2601,0,Non Interview,Non Interview
2602,0,No,No
2603,0,No,No
2604,0,No,No
2605,0,No,No
2606,0,No,No
2607,0,No,No
2608,18,No,No
2609,0,Non Interview,Non Interview
2610,0,No,No
2611,0,No,No
2612,0,No,No
2613,0,No,No
2614,0,No,No
2615,0,No,No
2616,0,Non Interview,Non Interview
2617,0,No,No
2618,0,No,No
2619,0,No,No
2620,0,No,No
2621,0,No,No
2622,0,No,No
2623,0,Valid Skip,No
2624,0,Non Interview,Non Interview
2625,0,No,No
2626,0,No,No
2627,0,No,No
2628,21,No,Don't Know
2629,0,Non Interview,Non Interview
2630,0,No,No
2631,0,Yes,No
2632,0,Non Interview,Non Interview
2633,0,No,No
2634,0,No,No
2635,0,Non Interview,Non Interview
2636,0,No,No
2637,0,No,No
2638,0,No,No
2639,24,Yes,No
2640,0,Non Interview,Non Interview
2641,30,No,No
2642,0,No,No
2643,25,Yes,No
2644,0,Non Interview,Non Interview
2645,28,Yes,No
2646,0,No,No
2647,26,Valid Skip,No
2648,0,No,No
2649,0,No,No
2650,0,Yes,No
2651,0,Don't Know,No
2652,0,No,No
2653,0,Non Interview,Non Interview
2654,0,No,No
2655,0,No,No
2656,0,No,No
2657,0,Non Interview,Non Interview
2658,0,No,No
2659,0,No,No
2660,0,No,No
2661,0,Non Interview,Non Interview
2662,0,No,No
2663,0,No,No
2664,0,No,No
2665,0,Non Interview,Non Interview
2666,0,No,No
2667,0,No,No
2668,0,No,No
2669,0,No,No
2670,0,No,No
2671,0,Non Interview,Non Interview
2672,0,Non Interview,Non Interview
2673,0,No,No
2674,0,No,No
2675,0,No,No
2676,0,No,No
2677,0,Valid Skip,No
2678,0,No,No
2679,0,No,No
2680,0,Non Interview,Non Interview
2681,0,Non Interview,Non Interview
2682,19,No,No
2683,0,Non Interview,Non Interview
2684,0,Non Interview,Non Interview
2685,0,No,No
2686,0,Non Interview,Non Interview
2687,0,Valid Skip,No
2688,32,No,No
2689,0,No,No
2690,0,No,No
2691,22,No,No
2692,0,No,No
2693,0,No,No
2694,0,No,No
2695,18,No,No
2696,0,No,No
2697,0,No,No
2698,0,No,No
2699,0,No,No
2700,24,No,No
2701,0,No,No
2702,0,No,No
2703,0,No,No
2704,0,No,No
2705,0,No,No
2706,0,Yes,No
2707,0,No,No
2708,0,No,No
2709,0,Yes,No
2710,0,No,No
2711,0,No,No
2712,0,No,No
2713,0,Non Interview,Non Interview
2714,0,No,No
2715,22,No,No
2716,0,No,Yes
2717,22,No,No
2718,0,No,No
2719,0,No,No
2720,0,Non Interview,Non Interview
2721,0,No,No
2722,0,No,No
2723,0,No,No
2724,0,No,No
2725,0,No,No
2726,0,No,No
2727,0,No,No
2728,0,No,No
2729,0,No,No
2730,0,No,No
2731,0,No,No
2732,0,No,No
2733,0,No,No
2734,0,No,No
2735,28,No,No
2736,0,No,No
2737,0,No,No
2738,0,No,No
2739,0,Valid Skip,No
2740,0,No,No
2741,0,Non Interview,Non Interview
2742,0,Non Interview,Non Interview
2743,0,No,No
2744,0,No,No
2745,0,Non Interview,Non Interview
2746,0,No,No
2747,0,No,No
2748,0,No,No
2749,0,No,No
2750,0,No,No
2751,0,No,No
2752,0,No,No
2753,21,Yes,Yes
2754,0,No,No
2755,0,Yes,No
2756,0,No,No
2757,0,Yes,No
2758,0,No,No
2759,0,Non Interview,Non Interview
2760,0,No,No
2761,0,No,No
2762,0,No,No
2763,0,Non Interview,Non Interview
2764,0,No,No
2765,0,Non Interview,Non Interview
2766,0,Non Interview,Non Interview
2767,0,Non Interview,Non Interview
2768,0,Non Interview,Non Interview
2769,0,No,No
2770,0,No,No
2771,0,No,No
2772,0,No,No
2773,0,No,No
2774,0,No,No
2775,0,No,No
2776,0,No,No
2777,0,Non Interview,Non Interview
2778,0,No,No
2779,0,No,No
2780,0,No,No
2781,0,No,No
2782,0,No,No
2783,0,Non Interview,Non Interview
2784,0,No,No
2785,0,No,No
2786,0,No,No
2787,0,Don't Know,No
2788,0,No,No
2789,0,No,No
2790,0,Non Interview,Non Interview
2791,0,Non Interview,Non Interview
2792,20,No,No
2793,19,No,No
2794,18,No,No
2795,0,No,No
2796,0,No,No
2797,0,Non Interview,Non Interview
2798,0,Non Interview,Non Interview
2799,0,No,No
2800,0,No,No
2801,0,No,No
2802,0,Non Interview,Non Interview
2803,0,No,No
2804,0,No,No
2805,0,Yes,No
2806,0,No,No
2807,0,No,No
2808,17,Don't Know,No
2809,0,No,No
2810,0,No,No
2811,0,Non Interview,Non Interview
2812,0,No,No
2813,0,No,No
2814,0,No,No
2815,0,No,No
2816,0,Yes,No
2817,0,Non Interview,Non Interview
2818,0,Don't Know,No
2819,0,No,No
2820,0,Yes,Yes
2821,0,No,No
2822,0,No,No
2823,0,Non Interview,Non Interview
2824,0,Non Interview,Non Interview
2825,0,No,No
2826,0,No,No
2827,0,No,No
2828,0,No,No
2829,18,No,No
2830,0,No,No
2831,0,Non Interview,Non Interview
2832,0,Non Interview,Non Interview
2833,0,No,No
2834,0,Valid Skip,No
2835,0,No,No
2836,0,No,No
2837,0,No,No
2838,0,No,No
2839,0,No,No
2840,0,Yes,No
2841,0,Yes,No
2842,0,No,No
2843,0,No,No
2844,0,No,No
2845,0,No,No
2846,0,Non Interview,Non Interview
2847,26,Non Interview,Non Interview
2848,0,No,No
2849,0,No,No
2850,0,No,No
2851,0,Non Interview,Non Interview
2852,0,No,No
2853,0,No,No
2854,28,Yes,No
2855,22,Yes,No
2856,22,No,No
2857,0,Non Interview,Non Interview
2858,0,No,No
2859,0,No,No
2860,0,No,No
2861,0,No,No
2862,21,No,No
2863,0,Non Interview,Non Interview
2864,0,No,No
2865,0,No,No
2866,0,Non Interview,Non Interview
2867,0,No,No
2868,0,No,No
2869,0,Non Interview,Non Interview
2870,0,No,No
2871,0,No,No
2872,0,Non Interview,Non Interview
2873,0,Non Interview,Non Interview
2874,0,No,No
2875,0,Non Interview,Non Interview
2876,0,No,No
2877,0,No,No
2878,0,Don't Know,No
2879,0,No,No
2880,0,Don't Know,No
2881,0,No,No
2882,0,Non Interview,Non Interview
2883,0,Non Interview,Non Interview
2884,0,Non Interview,Non Interview
2885,0,No,No
2886,0,No,No
2887,0,Non Interview,Non Interview
2888,0,No,No
2889,0,Don't Know,No
2890,0,Non Interview,Non Interview
2891,0,Non Interview,Non Interview
2892,0,No,No
2893,0,Non Interview,Non Interview
2894,0,No,No
2895,0,Non Interview,Non Interview
2896,0,No,No
2897,0,Non Interview,Non Interview
2898,22,No,No
2899,0,No,No
2900,0,No,No
2901,0,No,No
2902,0,No,No
2903,0,No,No
2904,0,Don't Know,No
2905,18,No,No
2906,0,No,No
2907,0,No,No
2908,0,No,No
2909,0,No,No
2910,0,No,No
2911,0,Non Interview,Non Interview
2912,0,Non Interview,Non Interview
2913,0,Non Interview,Non Interview
2914,0,Non Interview,Non Interview
2915,18,No,No
2916,0,No,Yes
2917,0,Non Interview,Non Interview
2918,0,No,No
2919,0,No,No
2920,0,No,No
2921,20,No,No
2922,0,Non Interview,Non Interview
2923,0,Non Interview,Non Interview
2924,0,No,No
2925,0,No,No
2926,0,No,No
2927,0,No,No
2928,0,No,No
2929,0,No,No
2930,0,No,No
2931,0,No,No
2932,0,No,No
2933,0,No,No
2934,0,No,No
2935,0,No,No
2936,0,No,No
2937,0,No,No
2938,0,Non Interview,Non Interview
2939,0,No,No
2940,0,No,No
2941,27,No,No
2942,0,Non Interview,Non Interview
2943,0,No,No
2944,0,No,No
2945,0,No,No
2946,0,No,No
2947,0,No,No
2948,0,No,No
2949,0,No,No
2950,0,No,No
2951,0,No,No
2952,0,Valid Skip,No
2953,0,Yes,No
2954,21,Non Interview,Non Interview
2955,0,No,No
2956,0,No,No
2957,0,Non Interview,Non Interview
2958,0,Non Interview,Non Interview
2959,0,Don't Know,No
2960,0,No,No
2961,28,Non Interview,Non Interview
2962,21,Yes,No
2963,0,Non Interview,Non Interview
2964,22,Valid Skip,No
2965,0,Non Interview,Non Interview
2966,0,No,No
2967,0,Non Interview,Non Interview
2968,0,Non Interview,Non Interview
2969,0,Non Interview,Non Interview
2970,0,No,No
2971,0,No,No
2972,0,Refused,No
2973,0,No,No
2974,0,No,No
2975,0,No,No
2976,0,No,No
2977,0,No,No
2978,0,No,No
2979,0,No,No
2980,0,No,No
2981,0,No,No
2982,0,No,No
2983,0,No,No
2984,0,No,No
2985,0,Valid Skip,No
2986,0,No,No
2987,0,No,No
2988,21,Non Interview,Non Interview
2989,0,No,No
2990,18,Non Interview,Non Interview
2991,0,No,No
2992,0,No,No
2993,24,Yes,No
2994,0,Non Interview,Non Interview
2995,0,Non Interview,Non Interview
2996,26,Yes,No
2997,26,Yes,No
2998,0,No,No
2999,0,No,No
3000,0,No,No
3001,0,No,No
3002,0,No,No
3003,0,No,No
3004,0,Non Interview,Non Interview
3005,0,Non Interview,Non Interview
3006,0,No,No
3007,0,No,No
3008,0,No,No
3009,0,No,No
3010,0,No,No
3011,0,No,No
3012,0,No,No
3013,0,No,No
3014,0,Non Interview,Non Interview
3015,0,No,No
3016,0,No,No
3017,0,No,No
3018,0,No,No
3019,0,Don't Know,No
3020,0,No,No
3021,0,No,No
3022,0,No,No
3023,0,No,No
3024,0,No,No
3025,0,No,No
3026,0,No,No
3027,17,No,No
3028,0,Non Interview,Non Interview
3029,17,Non Interview,Non Interview
3030,0,No,No
3031,0,No,No
3032,0,No,No
3033,0,No,No
3034,0,Don't Know,No
3035,0,No,No
3036,0,Non Interview,Non Interview
3037,0,No,No
3038,17,No,No
3039,0,Don't Know,No
3040,0,No,No
3041,0,Valid Skip,No
3042,0,No,No
3043,0,Non Interview,Non Interview
3044,0,Non Interview,Non Interview
3045,0,No,No
3046,0,No,No
3047,0,No,No
3048,0,Yes,No
3049,0,No,No
3050,19,No,No
3051,0,No,No
3052,0,Valid Skip,No
3053,0,No,No
3054,0,No,No
3055,22,Non Interview,Non Interview
3056,0,Non Interview,Non Interview
3057,0,Non Interview,Non Interview
3058,0,No,No
3059,0,No,No
3060,0,No,No
3061,0,No,No
3062,0,No,No
3063,0,No,No
3064,0,No,No
3065,0,Non Interview,Non Interview
3066,0,No,No
3067,0,No,No
3068,0,No,No
3069,0,Non Interview,Non Interview
3070,0,No,No
3071,27,No,No
3072,0,No,No
3073,0,No,No
3074,0,Don't Know,No
3075,0,Non Interview,Non Interview
3076,0,Non Interview,Non Interview
3077,0,Non Interview,Non Interview
3078,0,No,No
3079,0,No,No
3080,0,Valid Skip,No
3081,0,No,No
3082,0,No,No
3083,0,No,No
3084,0,Non Interview,Non Interview
3085,0,No,No
3086,0,Non Interview,Non Interview
3087,0,No,No
3088,0,No,No
3089,0,No,No
3090,0,No,No
3091,0,No,No
3092,0,No,No
3093,0,No,No
3094,0,Valid Skip,No
3095,13,No,No
3096,18,No,No
3097,0,No,No
3098,0,No,No
3099,0,No,No
3100,0,No,No
3101,0,No,No
3102,0,No,No
3103,0,No,Don't Know
3104,22,No,No
3105,0,Non Interview,Non Interview
3106,0,Non Interview,Non Interview
3107,0,No,No
3108,0,No,No
3109,0,Non Interview,Non Interview
3110,0,No,No
3111,0,No,No
3112,0,No,No
3113,0,No,No
3114,19,Non Interview,Non Interview
3115,0,No,No
3116,0,No,No
3117,0,No,No
3118,0,Valid Skip,No
3119,0,Non Interview,Non Interview
3120,27,No,No
3121,23,Non Interview,Non Interview
3122,0,No,No
3123,0,No,No
3124,0,No,No
3125,0,Non Interview,Non Interview
3126,0,No,No
3127,0,No,No
3128,0,No,No
3129,0,Non Interview,Non Interview
3130,0,No,No
3131,0,No,No
3132,19,Non Interview,Non Interview
3133,0,No,No
3134,0,No,No
3135,0,No,No
3136,0,Non Interview,Non Interview
3137,0,No,No
3138,0,No,No
3139,0,No,No
3140,0,Valid Skip,No
3141,0,No,No
3142,0,No,No
3143,0,No,No
3144,0,No,No
3145,0,No,No
3146,0,No,No
3147,0,No,No
3148,0,Non Interview,Non Interview
3149,0,No,No
3150,19,No,No
3151,0,Non Interview,Non Interview
3152,0,No,No
3153,0,Non Interview,Non Interview
3154,0,No,No
3155,0,Yes,No
3156,27,No,No
3157,20,No,No
3158,0,No,No
3159,0,No,No
3160,0,Valid Skip,No
3161,0,Valid Skip,Don't Know
3162,0,Valid Skip,No
3163,0,No,No
3164,0,No,No
3165,0,Yes,No
3166,0,Valid Skip,No
3167,28,Yes,No
3168,0,Valid Skip,No
3169,0,No,No
3170,0,Valid Skip,No
3171,0,No,No
3172,0,Non Interview,Non Interview
3173,0,No,No
3174,0,No,No
3175,0,Yes,No
3176,0,No,No
3177,20,Non Interview,Non Interview
3178,0,Non Interview,Non Interview
3179,0,No,No
3180,0,No,No
3181,30,No,No
3182,0,No,No
3183,0,No,No
3184,0,Non Interview,Non Interview
3185,0,No,No
3186,0,Non Interview,Non Interview
3187,0,No,No
3188,0,No,No
3189,0,No,No
3190,0,No,No
3191,0,Non Interview,Non Interview
3192,0,No,No
3193,0,No,No
3194,0,Non Interview,Non Interview
3195,0,No,No
3196,0,No,No
3197,24,No,No
3198,26,Non Interview,Non Interview
3199,0,Valid Skip,No
3200,0,No,No
3201,0,Non Interview,Non Interview
3202,14,No,No
3203,0,Non Interview,Non Interview
3204,0,No,No
3205,0,No,No
3206,0,No,No
3207,0,No,No
3208,0,No,No
3209,0,No,No
3210,0,No,No
3211,0,No,No
3212,0,No,No
3213,0,No,No
3214,0,No,No
3215,0,No,No
3216,0,No,No
3217,0,No,No
3218,0,No,No
3219,0,Non Interview,Non Interview
3220,0,No,No
3221,0,No,No
3222,0,No,No
3223,0,No,No
3224,0,Don't Know,No
3225,0,No,No
3226,0,No,No
3227,0,Non Interview,Non Interview
3228,0,No,No
3229,0,Non Interview,Non Interview
3230,0,No,No
3231,0,No,No
3232,0,No,No
3233,0,No,No
3234,0,No,No
3235,0,No,No
3236,0,No,No
3237,0,Non Interview,Non Interview
3238,0,Non Interview,Non Interview
3239,0,Non Interview,Non Interview
3240,0,No,No
3241,0,No,No
3242,0,No,Yes
3243,0,No,No
3244,0,No,No
3245,0,No,No
3246,0,No,No
3247,0,No,No
3248,0,No,No
3249,0,No,No
3250,0,Non Interview,Non Interview
3251,0,No,No
3252,0,No,No
3253,0,No,No
3254,0,No,No
3255,0,Non Interview,Non Interview
3256,0,No,No
3257,0,Non Interview,Non Interview
3258,0,Non Interview,Non Interview
3259,0,No,No
3260,0,No,No
3261,0,Non Interview,Non Interview
3262,0,No,No
3263,0,No,No
3264,0,Non Interview,Non Interview
3265,0,No,No
3266,0,No,No
3267,33,No,No
3268,0,No,No
3269,0,No,No
3270,0,Non Interview,Non Interview
3271,0,Non Interview,Non Interview
3272,0,No,No
3273,0,Non Interview,Non Interview
3274,0,No,No
3275,0,No,No
3276,0,No,No
3277,0,No,No
3278,0,Don't Know,No
3279,0,No,No
3280,0,No,No
3281,0,No,No
3282,0,No,Don't Know
3283,0,No,No
3284,0,Don't Know,No
3285,17,Non Interview,Non Interview
3286,0,No,No
3287,0,No,No
3288,0,No,No
3289,0,No,No
3290,0,No,No
3291,0,Yes,No
3292,17,Non Interview,Non Interview
3293,0,No,No
3294,0,Don't Know,No
3295,0,No,No
3296,0,No,No
3297,0,No,No
3298,0,No,No
3299,0,No,No
3300,0,No,No
3301,0,No,No
3302,0,Non Interview,Non Interview
3303,0,No,No
3304,0,No,No
3305,0,No,No
3306,0,No,No
3307,0,Non Interview,Non Interview
3308,0,Yes,No
3309,31,Valid Skip,No
3310,28,No,No
3311,0,Non Interview,Non Interview
3312,0,No,No
3313,0,No,No
3314,0,No,No
3315,0,No,No
3316,0,No,No
3317,0,No,No
3318,0,No,No
3319,0,No,No
3320,17,No,No
3321,0,No,No
3322,0,Valid Skip,No
3323,0,Non Interview,Non Interview
3324,0,Non Interview,Non Interview
3325,0,Don't Know,No
3326,0,Valid Skip,No
3327,0,No,No
3328,0,Valid Skip,No
3329,0,No,No
3330,0,No,No
3331,0,No,No
3332,0,Non Interview,Non Interview
3333,0,Valid Skip,No
3334,0,No,No
3335,0,Non Interview,Non Interview
3336,0,No,No
3337,0,Non Interview,Non Interview
3338,0,No,No
3339,0,No,No
3340,0,No,No
3341,0,No,No
3342,0,No,No
3343,0,No,No
3344,23,No,No
3345,0,No,No
3346,0,No,No
3347,0,No,No
3348,0,No,No
3349,30,No,No
3350,0,Non Interview,Non Interview
3351,0,Don't Know,No
3352,0,Yes,No
3353,0,No,No
3354,28,No,No
3355,0,No,No
3356,0,Non Interview,Non Interview
3357,0,Non Interview,Non Interview
3358,0,No,No
3359,0,No,No
3360,0,No,No
3361,0,No,No
3362,0,No,No
3363,0,No,No
3364,0,Non Interview,Non Interview
3365,0,Non Interview,Non Interview
3366,0,Non Interview,Non Interview
3367,0,No,No
3368,0,Non Interview,Non Interview
3369,0,No,No
3370,0,Non Interview,Non Interview
3371,0,Non Interview,Non Interview
3372,0,No,No
3373,0,No,No
3374,0,No,No
3375,0,No,No
3376,0,Non Interview,Non Interview
3377,0,Yes,No
3378,14,Don't Know,No
3379,0,No,No
3380,0,Non Interview,Non Interview
3381,0,No,No
3382,28,No,No
3383,0,No,No
3384,0,No,No
3385,16,No,No
3386,0,Valid Skip,No
3387,0,No,No
3388,0,No,No
3389,0,Non Interview,Non Interview
3390,0,Non Interview,Non Interview
3391,0,No,No
3392,0,No,No
3393,0,No,No
3394,0,No,No
3395,0,No,No
3396,0,No,No
3397,0,No,No
3398,0,No,No
3399,0,No,No
3400,0,Non Interview,Non Interview
3401,0,Don't Know,No
3402,0,No,No
3403,0,No,No
3404,0,No,No
3405,0,No,No
3406,0,No,No
3407,0,No,No
3408,0,No,No
3409,0,No,No
3410,0,No,No
3411,0,No,No
3412,0,No,No
3413,0,Non Interview,Non Interview
3414,0,No,No
3415,0,Non Interview,Non Interview
3416,0,Non Interview,Non Interview
3417,0,Don't Know,No
3418,0,No,No
3419,0,No,No
3420,0,No,No
3421,0,No,No
3422,0,No,No
3423,0,No,No
3424,0,No,No
3425,22,No,No
3426,0,Non Interview,Non Interview
3427,0,No,No
3428,0,No,No
3429,0,Non Interview,Non Interview
3430,0,No,No
3431,22,No,No
3432,0,No,No
3433,0,No,No
3434,0,No,No
3435,0,No,No
3436,0,No,No
3437,0,No,No
3438,0,No,No
3439,29,No,No
3440,0,Non Interview,Non Interview
3441,0,No,No
3442,20,No,No
3443,30,Valid Skip,No
3444,0,No,No
3445,0,Non Interview,Non Interview
3446,0,No,No
3447,0,No,No
3448,0,No,No
3449,0,No,No
3450,0,No,No
3451,0,No,No
3452,0,No,No
3453,0,No,No
3454,0,Non Interview,Non Interview
3455,0,No,No
3456,0,No,No
3457,0,Non Interview,Non Interview
3458,23,No,No
3459,0,No,No
3460,0,No,No
3461,0,No,No
3462,0,No,No
3463,0,No,No
3464,0,Non Interview,Non Interview
3465,28,No,No
3466,0,No,No
3467,0,No,No
3468,0,No,No
3469,0,No,No
3470,0,Non Interview,Non Interview
3471,0,No,No
3472,0,Non Interview,Non Interview
3473,0,No,No
3474,0,Non Interview,Non Interview
3475,0,No,No
3476,0,No,No
3477,0,No,No
3478,0,No,No
3479,0,No,No
3480,0,No,No
3481,0,No,No
3482,0,Non Interview,Non Interview
3483,0,Non Interview,Non Interview
3484,0,No,No
3485,0,Non Interview,Non Interview
3486,0,No,No
3487,0,Yes,No
3488,26,No,No
3489,0,No,No
3490,0,No,No
3491,0,Non Interview,Non Interview
3492,0,No,No
3493,0,Yes,No
3494,0,No,No
3495,0,Don't Know,Yes
3496,0,Yes,No
3497,0,No,No
3498,0,No,No
3499,0,No,No
3500,0,No,No
3501,0,No,No
3502,0,No,No
3503,0,No,No
3504,0,No,No
3505,0,Non Interview,Non Interview
3506,0,Don't Know,No
3507,0,No,No
3508,0,Yes,No
3509,0,Don't Know,No
3510,0,No,No
3511,0,No,No
3512,0,No,No
3513,0,Don't Know,No
3514,0,Non Interview,Non Interview
3515,22,No,No
3516,0,No,No
3517,0,No,No
3518,0,No,No
3519,21,No,No
3520,0,No,No
3521,0,No,No
3522,0,No,No
3523,0,Yes,No
3524,0,No,No
3525,0,Non Interview,Non Interview
3526,0,No,No
3527,0,No,No
3528,0,No,No
3529,0,No,No
3530,0,No,No
3531,26,No,No
3532,24,Valid Skip,No
3533,0,No,No
3534,22,No,No
3535,0,Non Interview,Non Interview
3536,20,Yes,Don't Know
3537,0,No,No
3538,21,No,No
3539,0,No,No
3540,0,No,No
3541,0,No,No
3542,0,Non Interview,Non Interview
3543,0,No,No
3544,0,No,No
3545,0,No,No
3546,0,No,No
3547,0,No,No
3548,0,No,No
3549,0,No,No
3550,0,Non Interview,Non Interview
3551,0,No,No
3552,0,No,No
3553,0,No,No
3554,0,No,No
3555,0,Non Interview,Non Interview
3556,0,No,No
3557,0,Non Interview,Non Interview
3558,0,No,No
3559,0,Non Interview,Non Interview
3560,0,No,No
3561,0,No,No
3562,18,No,No
3563,0,No,No
3564,0,Valid Skip,No
3565,0,No,No
3566,0,Non Interview,Non Interview
3567,0,No,No
3568,0,No,No
3569,0,No,No
3570,0,No,No
3571,22,Non Interview,Non Interview
3572,0,No,No
3573,0,No,No
3574,0,Yes,No
3575,0,Non Interview,Non Interview
3576,0,No,No
3577,0,No,No
3578,0,No,No
3579,0,No,No
3580,0,Non Interview,Non Interview
3581,0,Don't Know,No
3582,0,No,No
3583,0,Valid Skip,No
3584,0,Yes,No
3585,0,No,No
3586,0,Non Interview,Non Interview
3587,0,Non Interview,Non Interview
3588,0,No,No
3589,0,No,No
3590,27,No,No
3591,0,No,No
3592,0,No,No
3593,19,Non Interview,Non Interview
3594,0,No,No
3595,0,No,No
3596,0,Non Interview,Non Interview
3597,0,No,No
3598,0,Non Interview,Non Interview
3599,0,No,No
3600,23,No,No
3601,0,Non Interview,Non Interview
3602,0,No,No
3603,0,Non Interview,Non Interview
3604,0,Non Interview,Non Interview
3605,0,No,No
3606,0,Non Interview,Non Interview
3607,0,Non Interview,Non Interview
3608,32,Non Interview,Non Interview
3609,0,No,No
3610,0,No,No
3611,0,Non Interview,Non Interview
3612,0,No,No
3613,0,No,No
3614,0,No,No
3615,0,No,No
3616,0,No,No
3617,0,Yes,No
3618,0,Valid Skip,No
3619,0,No,No
3620,0,No,No
3621,0,No,No
3622,0,No,No
3623,0,No,No
3624,0,Valid Skip,No
3625,0,Non Interview,Non Interview
3626,18,No,No
3627,0,Non Interview,Non Interview
3628,0,No,No
3629,0,No,No
3630,0,No,No
3631,0,No,No
3632,0,No,No
3633,0,Non Interview,Non Interview
3634,0,No,No
3635,0,No,No
3636,0,No,No
3637,0,No,No
3638,0,No,No
3639,0,No,No
3640,0,No,No
3641,0,No,No
3642,0,No,No
3643,0,No,No
3644,0,Don't Know,No
3645,19,Yes,No
3646,0,Non Interview,Non Interview
3647,0,Yes,No
3648,0,No,No
3649,0,Non Interview,Non Interview
3650,0,No,No
3651,0,Non Interview,Non Interview
3652,0,Non Interview,Non Interview
3653,0,Non Interview,Non Interview
3654,0,Non Interview,Non Interview
3655,0,Non Interview,Non Interview
3656,0,Non Interview,Non Interview
3657,0,No,Yes
3658,0,No,No
3659,0,No,No
3660,0,No,No
3661,0,Yes,Yes
3662,0,Non Interview,Non Interview
3663,0,Non Interview,Non Interview
3664,0,Non Interview,Non Interview
3665,0,No,No
3666,0,Non Interview,Non Interview
3667,0,Non Interview,Non Interview
3668,0,No,No
3669,0,No,No
3670,0,Non Interview,Non Interview
3671,0,Non Interview,Non Interview
3672,0,No,No
3673,0,No,No
3674,25,No,No
3675,0,No,No
3676,0,No,No
3677,0,No,No
3678,17,No,No
3679,0,No,Don't Know
3680,0,Non Interview,Non Interview
3681,0,Yes,Yes
3682,0,No,No
3683,0,Non Interview,Non Interview
3684,0,No,No
3685,0,No,No
3686,0,Non Interview,Non Interview
3687,0,Non Interview,Non Interview
3688,0,Non Interview,Non Interview
3689,0,Yes,No
3690,0,No,No
3691,0,Non Interview,Non Interview
3692,16,Valid Skip,No
3693,0,No,No
3694,0,Non Interview,Non Interview
3695,0,No,No
3696,0,No,No
3697,0,Non Interview,Non Interview
3698,0,Yes,No
3699,0,No,No
3700,0,No,No
3701,0,No,No
3702,0,No,No
3703,0,No,No
3704,0,No,No
3705,16,No,No
3706,0,No,No
3707,0,No,No
3708,0,No,No
3709,25,No,No
3710,0,Non Interview,Non Interview
3711,0,Non Interview,Non Interview
3712,0,Non Interview,Non Interview
3713,0,Valid Skip,No
3714,0,No,No
3715,0,No,No
3716,0,No,No
3717,0,No,No
3718,0,No,No
3719,0,No,No
3720,0,No,No
3721,0,No,No
3722,21,Non Interview,Non Interview
3723,26,Don't Know,No
3724,22,No,No
3725,0,Non Interview,Non Interview
3726,0,No,No
3727,0,No,No
3728,0,No,No
3729,0,No,No
3730,0,No,No
3731,0,No,No
3732,0,No,No
3733,17,Yes,No
3734,0,No,No
3735,0,No,No
3736,25,No,No
3737,0,No,No
3738,0,No,No
3739,0,No,No
3740,0,Yes,No
3741,0,Yes,No
3742,0,Valid Skip,No
3743,0,Valid Skip,No
3744,0,No,No
3745,17,Non Interview,Non Interview
3746,0,Don't Know,Yes
3747,0,No,No
3748,0,No,No
3749,0,No,Don't Know
3750,0,Yes,No
3751,0,Yes,No
3752,0,Non Interview,Non Interview
3753,0,No,No
3754,0,No,No
3755,0,Yes,No
3756,0,No,No
3757,0,No,No
3758,0,No,No
3759,20,No,No
3760,0,No,No
3761,0,No,No
3762,0,No,No
3763,0,No,No
3764,0,No,No
3765,0,No,No
3766,0,No,No
3767,0,No,No
3768,0,No,No
3769,0,No,No
3770,0,Non Interview,Non Interview
3771,0,Non Interview,Non Interview
3772,0,No,No
3773,0,No,No
3774,0,Non Interview,Non Interview
3775,0,Non Interview,Non Interview
3776,0,Non Interview,Non Interview
3777,0,No,No
3778,0,Non Interview,Non Interview
3779,0,No,No
3780,0,Non Interview,Non Interview
3781,0,No,No
3782,0,No,No
3783,23,No,No
3784,0,Non Interview,Non Interview
3785,22,No,No
3786,0,No,No
3787,0,Don't Know,Yes
3788,0,Non Interview,Non Interview
3789,0,No,No
3790,0,No,No
3791,0,Non Interview,Non Interview
3792,0,No,No
3793,0,No,No
3794,0,Non Interview,Non Interview
3795,0,No,No
3796,0,Valid Skip,No
3797,0,No,No
3798,0,No,No
3799,0,Yes,No
3800,0,Non Interview,Non Interview
3801,0,Valid Skip,No
3802,0,No,No
3803,0,No,No
3804,0,No,No
3805,34,No,No
3806,0,No,No
3807,0,Non Interview,Non Interview
3808,20,No,No
3809,0,No,No
3810,21,No,No
3811,0,Don't Know,No
3812,0,No,No
3813,0,Don't Know,No
3814,30,No,No
3815,0,Valid Skip,No
3816,0,No,No
3817,0,No,No
3818,0,No,No
3819,0,No,No
3820,0,No,No
3821,0,No,No
3822,0,No,No
3823,0,No,No
