,LCI,top3_2
3651,1,"Never Married, Cohabiting"
3652,1,Married
3657,3,Divorced
3659,1,"Never Married, Not Cohabitating"
3660,3,Divorced
3661,5,"Never Married, Cohabiting"
3665,2,"Never Married, Not Cohabitating"
3667,3,Married
3668,0,"Never Married, Not Cohabitating"
3669,1,Married
3672,1,Married
3673,1,Married
3674,5,"Never Married, Cohabiting"
3675,1,Married
3676,6,Married
3677,0,"Never Married, Not Cohabitating"
3678,1,Married
3679,1,Married
3681,1,"Never Married, Not Cohabitating"
3682,0,"Never Married, Not Cohabitating"
3684,1,Married
3685,5,Married
3689,5,Married
3690,5,"Never Married, Cohabiting"
3692,1,"Never Married, Cohabiting"
3693,1,Married
3695,3,Married
3696,3,"Never Married, Not Cohabitating"
3698,4,"Never Married, Not Cohabitating"
3699,1,Married
3700,4,Married
3701,0,"Never Married, Not Cohabitating"
3702,1,"Never Married, Not Cohabitating"
3703,1,Married
3704,3,Married
3705,2,"Never Married, Not Cohabitating"
3706,2,"Never Married, Not Cohabitating"
3707,13,"Never Married, Not Cohabitating"
3708,1,Married
3709,4,"Never Married, Cohabiting"
3711,4,"Never Married, Not Cohabitating"
3713,6,Married
3714,1,Married
3715,1,Married
3716,3,Divorced
3717,5,Married
3718,3,Divorced
3719,3,"Never Married, Cohabiting"
3720,5,Married
3721,1,Married
3722,0,"Never Married, Not Cohabitating"
3723,0,"Never Married, Not Cohabitating"
3724,3,"Never Married, Cohabiting"
3726,4,Married
3727,3,Married
3728,1,Married
3729,10,Married
3730,3,Divorced
3731,1,Married
3732,7,Married
3733,0,"Never Married, Not Cohabitating"
3734,0,"Never Married, Not Cohabitating"
3735,3,Married
3736,2,"Never Married, Not Cohabitating"
3737,4,Married
3738,7,Divorced
3739,1,Married
3740,7,"Never Married, Cohabiting"
3741,2,"Never Married, Not Cohabitating"
3742,4,Legally Separated
3743,4,"Never Married, Not Cohabitating"
3744,0,"Never Married, Not Cohabitating"
3746,4,"Never Married, Not Cohabitating"
3747,0,"Never Married, Not Cohabitating"
3748,1,"Never Married, Cohabiting"
3749,0,"Never Married, Not Cohabitating"
3750,4,Divorced
3751,6,"Never Married, Not Cohabitating"
3753,3,Married
3755,2,Legally Separated
3756,3,Married
3757,8,Married
3758,0,"Never Married, Not Cohabitating"
3759,2,"Never Married, Not Cohabitating"
3760,2,"Never Married, Not Cohabitating"
3761,3,Divorced
3762,1,"Never Married, Cohabiting"
3763,4,Married
3764,3,Married
3765,3,Divorced
3766,6,Divorced
3767,6,Divorced
3768,4,Legally Separated
3769,3,Married
3772,5,Married
3775,2,"Never Married, Not Cohabitating"
3777,0,"Never Married, Not Cohabitating"
3779,0,"Never Married, Not Cohabitating"
3781,5,Married
3782,1,"Never Married, Not Cohabitating"
3783,4,"Never Married, Not Cohabitating"
3784,0,"Never Married, Not Cohabitating"
3785,6,"Never Married, Not Cohabitating"
3786,7,"Never Married, Cohabiting"
3787,5,"Never Married, Cohabiting"
3789,0,"Never Married, Not Cohabitating"
3790,1,"Never Married, Cohabiting"
3793,5,Legally Separated
3795,0,"Never Married, Not Cohabitating"
3796,0,"Never Married, Not Cohabitating"
3797,1,"Never Married, Cohabiting"
3798,6,Married
3799,0,"Never Married, Not Cohabitating"
3801,4,Married
3802,0,"Never Married, Not Cohabitating"
3803,6,"Never Married, Not Cohabitating"
3804,3,Married
3805,8,"Never Married, Cohabiting"
3806,0,"Never Married, Not Cohabitating"
3807,0,"Never Married, Not Cohabitating"
3808,2,"Never Married, Not Cohabitating"
3810,0,"Never Married, Not Cohabitating"
3811,0,"Never Married, Not Cohabitating"
3812,5,Divorced
3813,3,Married
3814,3,Divorced
3815,3,Divorced
3816,1,"Never Married, Cohabiting"
3817,2,"Never Married, Not Cohabitating"
3818,3,Divorced
3819,4,Divorced
3820,2,Legally Separated
3821,4,Married
3822,3,Married
3823,0,"Never Married, Not Cohabitating"
3826,1,Married
3827,1,Married
3828,4,Married
3829,1,Married
3830,1,Married
3832,0,"Never Married, Not Cohabitating"
3834,2,"Never Married, Not Cohabitating"
3835,0,"Never Married, Not Cohabitating"
3836,0,"Never Married, Not Cohabitating"
3837,5,Married
3838,2,"Never Married, Not Cohabitating"
3839,1,Married
3840,1,"Never Married, Cohabiting"
3841,3,Divorced
3842,1,Married
3844,2,"Never Married, Not Cohabitating"
3845,1,Married
3846,0,"Never Married, Not Cohabitating"
3847,2,"Never Married, Not Cohabitating"
3848,0,"Never Married, Not Cohabitating"
3850,3,Divorced
3852,0,"Never Married, Not Cohabitating"
3853,2,"Never Married, Not Cohabitating"
3854,0,"Never Married, Not Cohabitating"
3855,3,"Never Married, Cohabiting"
3856,0,"Never Married, Not Cohabitating"
3857,1,Married
3858,2,"Never Married, Not Cohabitating"
3859,0,"Never Married, Not Cohabitating"
3860,1,Married
3861,1,Married
3862,1,"Never Married, Cohabiting"
3864,1,Married
3866,0,"Never Married, Not Cohabitating"
3867,0,"Never Married, Not Cohabitating"
3868,3,Married
3869,1,Married
3870,2,Legally Separated
3872,1,Married
3874,0,"Never Married, Not Cohabitating"
3875,2,"Never Married, Not Cohabitating"
3876,1,"Never Married, Not Cohabitating"
3877,3,Married
3878,0,"Never Married, Not Cohabitating"
3879,1,"Never Married, Cohabiting"
3880,5,Divorced
3881,5,Divorced
3882,4,"Never Married, Not Cohabitating"
3883,5,Married
3885,3,"Never Married, Cohabiting"
3886,0,"Never Married, Not Cohabitating"
3889,1,Married
3890,7,Married
3895,1,Married
3898,3,Divorced
3899,2,Legally Separated
3900,1,Married
3901,1,Married
3903,3,Married
3905,4,"Never Married, Not Cohabitating"
3906,1,Married
3907,1,"Never Married, Cohabiting"
3908,1,"Never Married, Cohabiting"
3909,4,"Never Married, Not Cohabitating"
3910,7,Married
3911,13,"Never Married, Not Cohabitating"
3912,0,"Never Married, Not Cohabitating"
3913,5,"Never Married, Cohabiting"
3914,0,"Never Married, Not Cohabitating"
3915,0,"Never Married, Not Cohabitating"
3916,2,"Never Married, Cohabiting"
3917,2,"Never Married, Not Cohabitating"
3918,0,"Never Married, Not Cohabitating"
3919,6,"Never Married, Not Cohabitating"
3920,10,"Never Married, Not Cohabitating"
3922,1,Married
3924,1,Married
3925,0,"Never Married, Not Cohabitating"
3926,5,Divorced
3927,1,Married
3928,2,"Never Married, Not Cohabitating"
3929,3,"Never Married, Cohabiting"
3930,4,Divorced
3931,2,Widowed
3932,2,"Never Married, Cohabiting"
3933,4,Married
3934,1,Married
3935,7,Married
3936,1,Married
3937,4,Married
3939,2,"Never Married, Not Cohabitating"
3940,3,"Never Married, Cohabiting"
3942,3,Divorced
3943,0,"Never Married, Not Cohabitating"
3944,3,Married
3945,3,Married
3946,3,Married
3947,3,Married
3948,0,"Never Married, Not Cohabitating"
3949,0,"Never Married, Not Cohabitating"
3950,1,"Never Married, Cohabiting"
3952,1,Married
3955,1,Married
3956,1,Married
3957,1,"Never Married, Cohabiting"
3958,1,Married
3959,0,"Never Married, Not Cohabitating"
3960,13,Married
3961,4,Married
3962,7,Divorced
3963,0,"Never Married, Not Cohabitating"
3964,3,"Never Married, Not Cohabitating"
3966,0,"Never Married, Not Cohabitating"
3967,1,Married
3969,3,Divorced
3970,2,"Never Married, Not Cohabitating"
3971,4,Married
3972,9,Married
3973,1,Married
3974,6,"Never Married, Not Cohabitating"
3976,6,Married
3981,1,"Never Married, Cohabiting"
3982,3,Divorced
3983,4,Divorced
3985,1,Married
3986,6,"Never Married, Not Cohabitating"
3990,1,Married
3991,4,Married
3992,1,Married
3994,0,"Never Married, Not Cohabitating"
3995,1,Married
3996,0,"Never Married, Not Cohabitating"
3997,3,Divorced
3998,1,"Never Married, Cohabiting"
3999,1,Married
4000,1,Married
4001,1,Married
4002,2,"Never Married, Not Cohabitating"
4004,3,"Never Married, Cohabiting"
4005,4,Married
4006,6,Married
4007,1,Married
4009,1,Married
4010,7,"Never Married, Cohabiting"
4011,5,Married
4012,3,Married
4014,0,"Never Married, Not Cohabitating"
4015,2,"Never Married, Not Cohabitating"
4016,2,"Never Married, Not Cohabitating"
4017,3,Married
4018,11,Divorced
4020,3,Married
4021,4,Married
4022,1,Married
4023,0,"Never Married, Not Cohabitating"
4024,7,Divorced
4025,9,Married
4027,2,"Never Married, Not Cohabitating"
4029,8,Divorced
4030,3,Married
4031,1,"Never Married, Cohabiting"
4032,5,Divorced
4035,1,Married
4036,5,Divorced
4037,6,"Never Married, Not Cohabitating"
4038,15,Married
4039,1,Married
4042,13,Married
4043,5,Divorced
4044,0,"Never Married, Not Cohabitating"
4045,2,"Never Married, Not Cohabitating"
4047,3,Married
4048,1,"Never Married, Cohabiting"
4049,1,"Never Married, Cohabiting"
4050,3,"Never Married, Cohabiting"
4051,1,Married
4052,5,Divorced
4053,5,"Never Married, Cohabiting"
4054,1,Married
4056,5,Married
4057,5,"Never Married, Not Cohabitating"
4059,0,"Never Married, Not Cohabitating"
4060,3,Divorced
4061,1,Married
4062,4,Married
4063,1,Married
4064,1,"Never Married, Not Cohabitating"
4065,1,Married
4066,1,Married
4067,0,"Never Married, Not Cohabitating"
4068,1,Married
4069,4,Divorced
4070,1,Married
4071,3,"Never Married, Cohabiting"
4072,4,"Never Married, Not Cohabitating"
4074,2,"Never Married, Not Cohabitating"
4075,3,Divorced
4076,1,Married
4077,1,Married
4080,0,"Never Married, Not Cohabitating"
4082,2,"Never Married, Not Cohabitating"
4083,3,Divorced
4084,4,Married
4085,2,"Never Married, Not Cohabitating"
4087,1,Married
4088,1,Married
4089,1,Married
4090,1,Married
4091,1,Married
4093,1,Married
4094,3,Married
4095,3,Divorced
4097,1,Married
4098,4,Divorced
4099,3,"Never Married, Not Cohabitating"
4100,0,"Never Married, Not Cohabitating"
4101,4,Married
4105,1,Married
4107,3,Married
4108,1,Married
4109,4,Married
4110,3,Married
4112,6,Married
4113,4,Married
4114,7,Divorced
4115,2,"Never Married, Not Cohabitating"
4116,6,Married
4117,0,"Never Married, Not Cohabitating"
4118,1,Married
4119,3,"Never Married, Cohabiting"
4120,3,Married
4121,2,"Never Married, Not Cohabitating"
4122,1,Married
4123,2,"Never Married, Not Cohabitating"
4124,1,"Never Married, Cohabiting"
4125,1,Married
4126,1,Married
4127,3,Married
4128,1,Married
4129,1,Married
4130,1,Married
4131,3,Married
4132,4,"Never Married, Not Cohabitating"
4133,3,Married
4134,4,Legally Separated
4135,1,Married
4136,1,"Never Married, Cohabiting"
4137,10,Married
4138,1,Married
4139,1,Married
4143,0,"Never Married, Not Cohabitating"
4144,1,Married
4145,3,Divorced
4146,4,"Never Married, Not Cohabitating"
4148,3,"Never Married, Cohabiting"
4149,1,Married
4150,1,Married
4151,1,"Never Married, Not Cohabitating"
4152,1,Married
4153,3,Married
4155,3,"Never Married, Cohabiting"
4157,2,"Never Married, Not Cohabitating"
4158,1,Married
4159,0,"Never Married, Not Cohabitating"
4160,3,Married
4161,1,Married
4162,5,Married
4163,1,Married
4164,0,"Never Married, Not Cohabitating"
4165,2,"Never Married, Not Cohabitating"
4166,3,Divorced
4167,3,Legally Separated
4168,0,"Never Married, Not Cohabitating"
4169,5,Married
4170,2,"Never Married, Not Cohabitating"
4171,3,"Never Married, Not Cohabitating"
4172,6,Legally Separated
4173,5,Married
4174,1,"Never Married, Cohabiting"
4175,5,"Never Married, Cohabiting"
4176,4,Married
4180,1,Married
4181,6,Divorced
4182,2,"Never Married, Not Cohabitating"
4183,4,"Never Married, Not Cohabitating"
4184,11,"Never Married, Cohabiting"
4185,1,Married
4186,3,"Never Married, Not Cohabitating"
4187,5,"Never Married, Cohabiting"
4188,6,Married
4189,0,"Never Married, Not Cohabitating"
4190,1,Married
4191,5,Divorced
4192,2,Married
4193,1,Married
4194,1,"Never Married, Not Cohabitating"
4195,1,Married
4196,0,"Never Married, Not Cohabitating"
4197,4,"Never Married, Cohabiting"
4198,0,"Never Married, Not Cohabitating"
4199,2,"Never Married, Not Cohabitating"
4200,5,Married
4201,4,Divorced
4202,1,Married
4203,0,"Never Married, Not Cohabitating"
4204,0,"Never Married, Not Cohabitating"
4205,4,Widowed
4206,1,Married
4207,1,"Never Married, Cohabiting"
4208,8,"Never Married, Not Cohabitating"
4209,1,Married
4210,0,"Never Married, Not Cohabitating"
4211,4,"Never Married, Not Cohabitating"
4212,1,"Never Married, Cohabiting"
4213,1,"Never Married, Not Cohabitating"
4214,1,Married
4216,4,"Never Married, Not Cohabitating"
4217,6,"Never Married, Not Cohabitating"
4218,1,Married
4219,0,"Never Married, Not Cohabitating"
4224,3,"Never Married, Cohabiting"
4225,2,"Never Married, Not Cohabitating"
4226,5,Divorced
4227,5,"Never Married, Cohabiting"
4228,1,Married
4229,1,"Never Married, Cohabiting"
4230,0,"Never Married, Not Cohabitating"
4231,1,Married
4232,9,Married
4235,0,"Never Married, Not Cohabitating"
4236,3,Divorced
4237,2,"Never Married, Not Cohabitating"
4238,0,"Never Married, Not Cohabitating"
4239,1,Married
4242,5,"Never Married, Cohabiting"
4243,2,"Never Married, Not Cohabitating"
4244,1,Married
4245,6,Married
4246,1,Married
4248,7,Married
4251,0,"Never Married, Not Cohabitating"
4253,0,"Never Married, Not Cohabitating"
4254,1,"Never Married, Not Cohabitating"
4255,7,Married
4256,3,Divorced
4258,0,"Never Married, Not Cohabitating"
4259,0,"Never Married, Not Cohabitating"
4260,4,Divorced
4261,10,"Never Married, Not Cohabitating"
4262,4,Married
4263,5,Divorced
4264,1,Married
4265,1,Married
4266,8,Married
4269,1,Married
4270,0,"Never Married, Not Cohabitating"
4271,1,Married
4272,1,Married
4273,5,Married
4274,1,Married
4275,3,Married
4276,3,"Never Married, Not Cohabitating"
4277,7,Married
4278,2,"Never Married, Not Cohabitating"
4279,1,Married
4280,5,Divorced
4281,3,Divorced
4284,1,Married
4285,1,Married
4286,1,Married
4287,3,Married
4289,1,Married
4290,2,"Never Married, Not Cohabitating"
4293,3,Divorced
4294,0,"Never Married, Not Cohabitating"
4295,1,Married
4297,1,"Never Married, Cohabiting"
4298,1,Married
4299,0,"Never Married, Not Cohabitating"
4300,2,"Never Married, Not Cohabitating"
4301,1,Married
4302,1,Married
4303,3,Married
4304,3,Married
4305,2,"Never Married, Not Cohabitating"
4306,5,Married
4307,0,"Never Married, Not Cohabitating"
4308,5,Married
4309,6,"Never Married, Not Cohabitating"
4310,3,"Never Married, Cohabiting"
4311,6,Divorced
4312,3,Divorced
4313,3,"Never Married, Cohabiting"
4314,0,"Never Married, Not Cohabitating"
4315,1,"Never Married, Cohabiting"
4318,1,Married
4319,3,Married
4320,1,Married
4321,1,Married
4322,7,"Never Married, Not Cohabitating"
4324,1,"Never Married, Cohabiting"
4325,9,Divorced
4327,0,"Never Married, Not Cohabitating"
4328,3,Divorced
4330,3,Married
4331,2,"Never Married, Not Cohabitating"
4332,1,"Never Married, Cohabiting"
4333,4,Divorced
4334,0,"Never Married, Not Cohabitating"
4335,7,Married
4336,7,Married
4337,3,Divorced
4338,3,Married
4339,3,Divorced
4340,7,Married
4341,8,"Never Married, Not Cohabitating"
4342,5,Legally Separated
4343,4,Married
4344,4,Married
4347,6,Married
4348,3,Married
4349,1,Married
4351,5,Married
4352,1,Married
4353,0,"Never Married, Not Cohabitating"
4354,1,Married
4355,0,"Never Married, Not Cohabitating"
4356,1,"Never Married, Cohabiting"
4357,6,Married
4358,1,"Never Married, Cohabiting"
4359,1,"Never Married, Cohabiting"
4361,4,"Never Married, Not Cohabitating"
4362,1,Married
4363,1,Married
4364,3,Married
4365,2,"Never Married, Cohabiting"
4366,1,Married
4367,1,Married
4368,4,Married
4369,0,"Never Married, Not Cohabitating"
4370,3,Married
4371,3,"Never Married, Cohabiting"
4374,1,"Never Married, Cohabiting"
4376,3,"Never Married, Cohabiting"
4377,4,Married
4378,1,"Never Married, Cohabiting"
4380,0,"Never Married, Not Cohabitating"
4381,3,Divorced
4382,3,Divorced
4383,0,"Never Married, Not Cohabitating"
4384,0,"Never Married, Not Cohabitating"
4385,0,"Never Married, Not Cohabitating"
4386,2,"Never Married, Cohabiting"
4387,0,"Never Married, Not Cohabitating"
4388,3,"Never Married, Cohabiting"
4389,1,Married
4390,2,"Never Married, Not Cohabitating"
4391,5,"Never Married, Cohabiting"
4392,1,Married
4393,9,Divorced
4395,1,Married
4396,1,"Never Married, Not Cohabitating"
4397,2,"Never Married, Not Cohabitating"
4398,3,Married
4399,1,Married
4400,5,Married
4402,1,Married
4404,3,"Never Married, Not Cohabitating"
4407,6,Divorced
4408,4,"Never Married, Not Cohabitating"
4409,1,"Never Married, Cohabiting"
4412,2,"Never Married, Not Cohabitating"
4413,2,"Never Married, Not Cohabitating"
4414,1,Married
4415,3,Married
4416,3,"Never Married, Cohabiting"
4417,1,Married
4418,2,"Never Married, Not Cohabitating"
4419,6,"Never Married, Cohabiting"
4420,6,Married
4421,13,"Never Married, Cohabiting"
4422,5,"Never Married, Not Cohabitating"
4423,2,"Never Married, Not Cohabitating"
4424,3,Married
4425,5,"Never Married, Cohabiting"
4427,0,"Never Married, Not Cohabitating"
4428,5,Legally Separated
4429,3,Married
4431,1,Married
4432,1,Married
4433,2,"Never Married, Not Cohabitating"
4434,2,"Never Married, Not Cohabitating"
4435,1,Married
4436,3,Married
4437,1,"Never Married, Cohabiting"
4438,1,Married
4439,1,Married
4440,0,"Never Married, Not Cohabitating"
4441,4,Married
4442,2,"Never Married, Not Cohabitating"
4443,3,Married
4444,0,"Never Married, Not Cohabitating"
4445,1,"Never Married, Not Cohabitating"
4446,3,Divorced
4447,3,"Never Married, Cohabiting"
4448,0,"Never Married, Not Cohabitating"
4449,1,"Never Married, Cohabiting"
4450,1,Married
4451,1,Married
4452,3,Divorced
4453,1,"Never Married, Cohabiting"
4454,3,Divorced
4456,3,Married
4457,3,Divorced
4459,3,Divorced
4460,0,"Never Married, Not Cohabitating"
4461,0,"Never Married, Not Cohabitating"
4465,1,Married
4466,1,Married
4467,0,"Never Married, Not Cohabitating"
4469,2,"Never Married, Not Cohabitating"
4470,5,"Never Married, Not Cohabitating"
4471,0,"Never Married, Not Cohabitating"
4472,1,"Never Married, Cohabiting"
4474,3,Divorced
4476,2,"Never Married, Not Cohabitating"
4477,4,"Never Married, Not Cohabitating"
4478,1,"Never Married, Cohabiting"
4479,1,Married
4480,0,"Never Married, Not Cohabitating"
4481,2,"Never Married, Not Cohabitating"
4482,5,Married
4483,3,Married
4484,1,Married
4485,6,Married
4486,5,Divorced
4487,1,Married
4488,1,Married
4489,2,"Never Married, Not Cohabitating"
4490,0,"Never Married, Not Cohabitating"
4491,4,"Never Married, Not Cohabitating"
4493,1,"Never Married, Cohabiting"
4494,0,"Never Married, Not Cohabitating"
4495,2,"Never Married, Not Cohabitating"
4496,3,Divorced
4499,1,Married
4500,8,Divorced
4501,3,"Never Married, Cohabiting"
4502,1,Married
4503,3,"Never Married, Cohabiting"
4504,1,Married
4506,6,Married
4507,5,Married
4508,4,"Never Married, Cohabiting"
4511,3,Married
4512,3,Divorced
4513,5,Married
4514,1,Married
4515,1,"Never Married, Cohabiting"
4518,3,Divorced
4519,2,"Never Married, Not Cohabitating"
4521,1,Married
4522,1,Married
4523,1,Married
4524,1,Married
4525,1,Married
4526,1,"Never Married, Cohabiting"
4527,0,"Never Married, Not Cohabitating"
4528,1,Married
4529,1,Married
4530,3,"Never Married, Cohabiting"
4531,7,"Never Married, Cohabiting"
4532,0,"Never Married, Not Cohabitating"
4533,8,"Never Married, Not Cohabitating"
4535,3,Divorced
4536,0,"Never Married, Not Cohabitating"
4537,3,Married
4538,3,Married
4539,1,Married
4540,3,Married
4541,1,"Never Married, Cohabiting"
