,LCI,top3_2
4786,3,"Never Married, Cohabiting"
4787,1,Married
4788,0,"Never Married, Not Cohabitating"
4789,2,"Never Married, Not Cohabitating"
4790,11,"Never Married, Cohabiting"
4791,1,Married
4792,3,"Never Married, Cohabiting"
4793,1,Married
4794,4,Married
4797,1,"Never Married, Cohabiting"
4798,4,"Never Married, Not Cohabitating"
4799,3,Married
4800,1,"Never Married, Not Cohabitating"
4801,0,"Never Married, Not Cohabitating"
4802,1,Married
4803,1,Married
4804,1,Married
4806,4,"Never Married, Not Cohabitating"
4807,1,Married
4808,7,"Never Married, Cohabiting"
4809,0,"Never Married, Not Cohabitating"
4811,3,"Never Married, Cohabiting"
4816,1,Married
4817,1,Married
4819,0,"Never Married, Not Cohabitating"
4820,7,"Never Married, Cohabiting"
4821,4,"Never Married, Not Cohabitating"
4822,3,Married
4823,8,"Never Married, Not Cohabitating"
4824,1,"Never Married, Cohabiting"
4825,0,"Never Married, Not Cohabitating"
4826,1,Married
4827,5,Married
4828,3,Married
4830,3,"Never Married, Cohabiting"
4831,3,"Never Married, Not Cohabitating"
4832,1,Married
4833,3,"Never Married, Cohabiting"
4834,0,"Never Married, Not Cohabitating"
4835,3,"Never Married, Cohabiting"
4837,1,Married
4838,1,"Never Married, Cohabiting"
4839,4,Married
4840,4,"Never Married, Cohabiting"
4841,5,Married
4842,1,Married
4844,1,"Never Married, Cohabiting"
4845,5,"Never Married, Cohabiting"
4846,8,"Never Married, Not Cohabitating"
4847,5,Married
4849,5,"Never Married, Cohabiting"
4850,5,Married
4851,10,Married
4852,1,Married
4853,7,"Never Married, Cohabiting"
4854,5,Married
4855,1,Married
4856,3,Married
4857,1,Married
4858,1,Married
4859,3,"Never Married, Cohabiting"
4860,5,"Never Married, Not Cohabitating"
4862,1,Married
4863,2,"Never Married, Cohabiting"
4864,4,"Never Married, Not Cohabitating"
4865,1,Married
4866,1,"Never Married, Cohabiting"
4867,1,Married
4868,5,Married
4869,5,"Never Married, Cohabiting"
4870,5,"Never Married, Cohabiting"
4871,1,Married
4874,1,Married
4875,7,Divorced
4876,1,"Never Married, Cohabiting"
4877,3,"Never Married, Not Cohabitating"
4878,1,Married
4879,6,Divorced
4880,2,"Never Married, Not Cohabitating"
4881,3,Divorced
4882,5,"Never Married, Not Cohabitating"
4883,1,Married
4884,6,"Never Married, Cohabiting"
4885,3,Married
4886,1,Married
4887,2,"Never Married, Not Cohabitating"
4888,5,"Never Married, Cohabiting"
4889,3,Divorced
4890,2,"Never Married, Not Cohabitating"
4891,1,"Never Married, Cohabiting"
4892,1,Married
4893,2,"Never Married, Not Cohabitating"
4894,1,Married
4895,0,"Never Married, Not Cohabitating"
4896,1,Married
4897,5,"Never Married, Not Cohabitating"
4898,1,"Never Married, Cohabiting"
4899,7,Married
4900,3,Divorced
4901,1,"Never Married, Not Cohabitating"
4902,1,"Never Married, Cohabiting"
4903,3,Married
4904,2,"Never Married, Not Cohabitating"
4905,7,Married
4906,1,Married
4907,1,Married
4908,1,Married
4909,1,Married
4911,1,Married
4914,1,Married
4917,0,"Never Married, Not Cohabitating"
4918,1,"Never Married, Cohabiting"
4919,4,Married
4920,0,"Never Married, Not Cohabitating"
4922,3,Married
4924,2,"Never Married, Not Cohabitating"
4925,6,"Never Married, Not Cohabitating"
4926,1,"Never Married, Cohabiting"
4928,1,Married
4929,2,Legally Separated
4930,3,Married
4931,1,"Never Married, Cohabiting"
4932,2,"Never Married, Not Cohabitating"
4935,3,"Never Married, Not Cohabitating"
4936,4,"Never Married, Not Cohabitating"
4938,4,"Never Married, Not Cohabitating"
4939,1,"Never Married, Cohabiting"
4940,3,Married
4941,5,Divorced
4942,2,"Never Married, Not Cohabitating"
4943,5,Married
4945,0,"Never Married, Not Cohabitating"
4946,4,"Never Married, Cohabiting"
4947,7,"Never Married, Cohabiting"
4948,3,Married
4949,12,"Never Married, Not Cohabitating"
4950,9,"Never Married, Not Cohabitating"
4951,3,Married
4953,2,"Never Married, Not Cohabitating"
4954,7,Divorced
4956,1,Married
4957,3,"Never Married, Cohabiting"
4958,3,Divorced
4959,5,"Never Married, Cohabiting"
4960,1,"Never Married, Cohabiting"
4961,6,Married
4962,5,"Never Married, Cohabiting"
4963,1,"Never Married, Cohabiting"
4964,1,Married
4965,1,"Never Married, Cohabiting"
4966,2,"Never Married, Cohabiting"
4969,4,"Never Married, Not Cohabitating"
4970,1,Married
4971,2,"Never Married, Not Cohabitating"
4972,3,"Never Married, Not Cohabitating"
4973,0,"Never Married, Not Cohabitating"
4974,3,"Never Married, Not Cohabitating"
4975,5,Married
4976,4,Divorced
4977,4,"Never Married, Not Cohabitating"
4978,4,Divorced
4979,4,"Never Married, Cohabiting"
4980,1,"Never Married, Cohabiting"
4981,6,"Never Married, Not Cohabitating"
4982,5,Married
4986,7,"Never Married, Cohabiting"
4987,3,"Never Married, Cohabiting"
4988,5,"Never Married, Cohabiting"
4989,5,Divorced
4990,3,Married
4991,3,Married
4993,1,"Never Married, Cohabiting"
4996,1,"Never Married, Cohabiting"
4997,8,"Never Married, Not Cohabitating"
4998,1,Married
4999,4,"Never Married, Cohabiting"
5000,4,"Never Married, Not Cohabitating"
5001,3,Married
5002,4,"Never Married, Not Cohabitating"
5003,9,"Never Married, Cohabiting"
5004,3,Married
5005,1,"Never Married, Cohabiting"
5006,3,"Never Married, Cohabiting"
5008,5,"Never Married, Not Cohabitating"
5010,9,"Never Married, Cohabiting"
5011,2,"Never Married, Not Cohabitating"
5012,1,Married
5013,1,Married
5014,1,Married
5016,4,"Never Married, Not Cohabitating"
5017,0,"Never Married, Not Cohabitating"
5018,1,Married
5019,1,Married
5020,3,Divorced
5021,1,Married
5022,1,Married
5023,4,"Never Married, Not Cohabitating"
5025,1,Married
5026,0,"Never Married, Not Cohabitating"
5027,8,"Never Married, Not Cohabitating"
5029,3,Divorced
5032,8,Divorced
5033,3,Married
5035,6,Divorced
5036,4,"Never Married, Not Cohabitating"
5037,7,"Never Married, Cohabiting"
5038,5,Divorced
5039,4,Married
5040,2,"Never Married, Not Cohabitating"
5041,3,Married
5042,3,Married
5043,0,"Never Married, Not Cohabitating"
5045,1,Married
5046,3,Divorced
5047,5,Divorced
5048,3,Married
5050,1,"Never Married, Not Cohabitating"
5051,4,"Never Married, Not Cohabitating"
5052,2,"Never Married, Not Cohabitating"
5054,3,Divorced
5056,2,"Never Married, Not Cohabitating"
5057,1,"Never Married, Not Cohabitating"
5058,3,Married
5060,3,Divorced
5061,1,Married
5063,0,"Never Married, Not Cohabitating"
5067,11,Divorced
5069,1,Married
5070,7,Divorced
5072,1,Married
5074,1,Married
5077,6,Divorced
5079,3,"Never Married, Cohabiting"
5080,11,Divorced
5081,6,Married
5082,3,Married
5083,1,Married
5084,1,"Never Married, Not Cohabitating"
5086,1,Married
5087,0,"Never Married, Not Cohabitating"
5088,1,Married
5090,4,"Never Married, Not Cohabitating"
5091,3,Married
5092,4,"Never Married, Not Cohabitating"
5093,5,"Never Married, Cohabiting"
5094,3,Divorced
5096,3,Divorced
5097,3,Divorced
5098,1,Married
5099,3,Divorced
5101,11,Divorced
5102,1,Married
5103,2,Married
5104,6,"Never Married, Not Cohabitating"
5105,1,Married
5108,7,"Never Married, Cohabiting"
5110,0,"Never Married, Not Cohabitating"
5111,7,Married
5112,0,"Never Married, Not Cohabitating"
5113,0,"Never Married, Not Cohabitating"
5114,1,"Never Married, Cohabiting"
5115,5,Married
5116,1,Married
5117,1,Married
5119,3,Married
5122,0,"Never Married, Not Cohabitating"
5124,1,Married
5125,3,Married
5126,7,Married
5127,1,Married
5128,1,Married
5129,3,"Never Married, Cohabiting"
5130,3,Married
5131,4,Married
5132,1,Married
5134,1,Married
5136,3,Married
5138,3,"Never Married, Not Cohabitating"
5139,1,Married
5141,0,"Never Married, Not Cohabitating"
5142,4,Married
5143,1,Married
5144,1,Married
5145,3,Married
5146,7,Married
5147,1,"Never Married, Cohabiting"
5148,0,"Never Married, Not Cohabitating"
5149,0,"Never Married, Not Cohabitating"
5150,0,"Never Married, Not Cohabitating"
5151,4,Married
5152,0,"Never Married, Not Cohabitating"
5153,1,"Never Married, Cohabiting"
5154,1,Married
5155,6,Married
5156,0,"Never Married, Not Cohabitating"
5158,3,Married
5159,1,Married
5160,1,"Never Married, Not Cohabitating"
5161,6,"Never Married, Not Cohabitating"
5162,0,"Never Married, Not Cohabitating"
5163,2,"Never Married, Not Cohabitating"
5164,1,Married
5165,1,Married
5166,0,"Never Married, Not Cohabitating"
5167,1,Married
5169,1,Married
5170,1,"Never Married, Cohabiting"
5171,1,Married
5172,0,"Never Married, Not Cohabitating"
5173,1,Married
5174,1,Married
5175,1,Married
5176,1,Married
5177,7,Married
5178,3,"Never Married, Cohabiting"
5179,1,Married
5182,1,"Never Married, Cohabiting"
5183,1,Married
5184,1,Married
5185,1,Married
5187,6,Married
5188,1,Married
5190,1,Married
5191,2,"Never Married, Not Cohabitating"
5192,1,Married
5193,1,Married
5194,1,Married
5195,0,"Never Married, Not Cohabitating"
5196,3,Divorced
5197,0,"Never Married, Not Cohabitating"
5198,7,Married
5199,1,Married
5200,2,"Never Married, Cohabiting"
5201,3,Divorced
5202,1,Married
5203,3,Married
5204,2,"Never Married, Cohabiting"
5205,1,Married
5206,1,Married
5207,1,Married
5209,0,"Never Married, Not Cohabitating"
5210,1,Married
5213,3,Married
5214,1,Married
5215,1,Married
5216,1,"Never Married, Cohabiting"
5217,3,Married
5218,2,"Never Married, Not Cohabitating"
5219,8,"Never Married, Cohabiting"
5220,1,"Never Married, Not Cohabitating"
5221,1,Married
5222,3,Divorced
5223,11,"Never Married, Cohabiting"
5224,1,"Never Married, Cohabiting"
5225,9,Married
5227,3,"Never Married, Cohabiting"
5229,5,"Never Married, Cohabiting"
5230,3,"Never Married, Cohabiting"
5231,1,"Never Married, Cohabiting"
5232,0,"Never Married, Not Cohabitating"
5233,0,"Never Married, Not Cohabitating"
5234,4,"Never Married, Not Cohabitating"
5235,1,"Never Married, Cohabiting"
5237,3,Married
5238,3,"Never Married, Cohabiting"
5241,1,Married
5242,3,Married
5243,2,"Never Married, Not Cohabitating"
5244,1,Married
5247,1,Married
5248,0,"Never Married, Not Cohabitating"
5249,1,Married
5250,3,Married
5251,1,Married
5252,1,"Never Married, Cohabiting"
5253,1,Married
5255,6,Divorced
5256,8,"Never Married, Not Cohabitating"
5257,1,"Never Married, Cohabiting"
5258,3,"Never Married, Cohabiting"
5261,0,"Never Married, Not Cohabitating"
5262,1,Married
5263,1,Married
5265,3,Married
5266,1,Married
5267,3,Married
5268,4,"Never Married, Cohabiting"
5270,7,Legally Separated
5271,3,Divorced
5272,8,"Never Married, Not Cohabitating"
5274,1,Married
5275,3,Married
5276,1,Married
5277,1,"Never Married, Cohabiting"
5279,5,Divorced
5280,3,Divorced
5281,5,Married
5283,6,Legally Separated
5284,7,Married
5285,15,"Never Married, Not Cohabitating"
5286,1,Married
5287,3,Married
5288,3,Married
5289,1,Married
5290,8,Divorced
5291,0,"Never Married, Not Cohabitating"
5292,2,"Never Married, Not Cohabitating"
5293,10,Legally Separated
5294,3,"Never Married, Cohabiting"
5295,0,"Never Married, Not Cohabitating"
5296,9,Married
5297,1,Married
5298,2,"Never Married, Not Cohabitating"
5300,3,Married
5301,1,Married
5302,4,Divorced
5305,1,Married
5307,3,Married
5308,5,Married
5309,4,Divorced
5310,6,Divorced
5311,9,Married
5312,7,Married
5314,3,"Never Married, Cohabiting"
5315,1,Married
5316,7,"Never Married, Cohabiting"
5317,9,Divorced
5318,16,"Never Married, Not Cohabitating"
5320,4,Married
5322,1,Married
5324,1,Married
5325,3,"Never Married, Cohabiting"
5326,2,"Never Married, Not Cohabitating"
5327,3,Divorced
5328,1,Married
5329,1,Married
5331,1,Married
5332,4,"Never Married, Not Cohabitating"
5333,1,Married
5335,3,Divorced
5336,6,Divorced
5338,3,Married
5339,2,"Never Married, Not Cohabitating"
5340,0,"Never Married, Not Cohabitating"
5341,0,"Never Married, Not Cohabitating"
5342,1,Married
5343,3,Married
5344,1,Married
5349,1,Married
5350,0,"Never Married, Not Cohabitating"
5352,0,"Never Married, Not Cohabitating"
5353,1,Married
5354,0,"Never Married, Not Cohabitating"
5355,3,Married
5357,2,"Never Married, Not Cohabitating"
5358,2,"Never Married, Not Cohabitating"
5359,1,Married
5360,1,"Never Married, Cohabiting"
5362,6,"Never Married, Not Cohabitating"
5364,11,Married
5366,4,Divorced
5367,1,Married
5368,4,Married
5369,1,Married
5370,3,"Never Married, Cohabiting"
5371,4,"Never Married, Not Cohabitating"
5373,8,Divorced
5374,0,"Never Married, Not Cohabitating"
5375,1,Married
5376,11,"Never Married, Cohabiting"
5377,0,"Never Married, Not Cohabitating"
5378,3,Married
5379,1,Married
5380,0,"Never Married, Not Cohabitating"
5382,8,"Never Married, Not Cohabitating"
5383,1,Married
5385,4,Married
5387,3,Married
5388,5,Divorced
5389,5,Divorced
5390,3,"Never Married, Not Cohabitating"
5391,1,Married
5394,1,Married
5395,13,Divorced
5396,1,Married
5397,0,"Never Married, Not Cohabitating"
5399,1,Married
5401,4,"Never Married, Cohabiting"
5402,1,Married
5403,6,Married
5404,3,"Never Married, Cohabiting"
5405,1,Married
5407,1,Married
5408,1,Married
5409,3,Married
5410,3,"Never Married, Cohabiting"
5411,1,Married
5412,5,Divorced
5413,1,Married
5414,1,Married
5415,1,Married
5418,2,"Never Married, Not Cohabitating"
5419,1,Married
5420,1,Married
5421,2,"Never Married, Not Cohabitating"
5422,2,"Never Married, Not Cohabitating"
5423,1,Married
5424,1,Married
5425,1,Married
5426,0,"Never Married, Not Cohabitating"
5427,2,"Never Married, Not Cohabitating"
5428,1,Married
5429,1,Married
5430,0,"Never Married, Not Cohabitating"
5432,1,Married
5434,8,Divorced
5435,1,"Never Married, Cohabiting"
5436,3,"Never Married, Cohabiting"
5437,4,Married
5438,3,Married
5439,3,Divorced
5440,0,"Never Married, Not Cohabitating"
5441,4,Married
5442,1,Married
5443,7,"Never Married, Cohabiting"
5444,3,"Never Married, Cohabiting"
5445,7,Married
5446,1,Married
5447,5,Married
5448,7,"Never Married, Cohabiting"
5449,4,Married
5451,2,"Never Married, Not Cohabitating"
5452,5,Married
5453,8,Married
5454,4,"Never Married, Not Cohabitating"
5455,3,Married
5456,2,"Never Married, Not Cohabitating"
5457,0,"Never Married, Not Cohabitating"
5458,1,"Never Married, Cohabiting"
5459,5,"Never Married, Not Cohabitating"
5460,1,"Never Married, Cohabiting"
5461,3,Married
5464,1,Married
5465,3,Married
5466,3,Married
5467,1,"Never Married, Not Cohabitating"
5468,1,Married
5469,1,Married
5470,3,"Never Married, Cohabiting"
5471,1,Married
5473,1,Married
5475,1,Married
5476,2,"Never Married, Cohabiting"
5479,9,"Never Married, Not Cohabitating"
5482,5,Married
5483,3,"Never Married, Cohabiting"
5484,4,Married
5485,1,"Never Married, Cohabiting"
5486,2,"Never Married, Not Cohabitating"
5487,1,Married
5488,6,"Never Married, Not Cohabitating"
5489,3,Married
5490,3,Divorced
5491,4,"Never Married, Not Cohabitating"
5492,5,"Never Married, Cohabiting"
5493,1,Married
5494,3,Divorced
5495,1,Married
5496,0,"Never Married, Not Cohabitating"
5497,4,Married
5498,2,"Never Married, Not Cohabitating"
5501,7,Divorced
5502,0,"Never Married, Not Cohabitating"
5503,6,"Never Married, Not Cohabitating"
5504,4,"Never Married, Not Cohabitating"
5505,3,"Never Married, Cohabiting"
5506,3,Married
5507,4,"Never Married, Not Cohabitating"
5508,4,Married
5509,1,Married
5511,1,"Never Married, Cohabiting"
5512,7,Divorced
5514,1,Married
5515,3,Married
5516,2,"Never Married, Not Cohabitating"
5517,1,Married
5518,5,"Never Married, Cohabiting"
5519,3,Married
5520,7,Married
5521,3,Divorced
5522,1,Married
5523,0,"Never Married, Not Cohabitating"
5524,1,Married
5525,1,"Never Married, Cohabiting"
5526,1,Married
5527,4,Married
5528,2,"Never Married, Not Cohabitating"
5529,3,Married
5530,1,Married
5531,0,"Never Married, Not Cohabitating"
5532,0,"Never Married, Not Cohabitating"
5534,5,"Never Married, Cohabiting"
5535,2,"Never Married, Cohabiting"
5537,7,Married
5538,4,Married
5539,1,Married
5540,1,Married
5542,7,Married
5543,3,Divorced
5545,1,Married
5547,1,Married
5548,1,Married
5549,3,Married
5550,2,"Never Married, Not Cohabitating"
5551,1,Married
5553,3,"Never Married, Cohabiting"
5554,3,Divorced
5555,1,Married
5556,1,Married
5557,5,Married
5558,5,Married
5559,3,Married
5560,1,Married
5561,1,Married
5562,0,"Never Married, Not Cohabitating"
5563,1,Married
5565,1,Married
5566,0,"Never Married, Not Cohabitating"
5568,1,Married
5569,5,Married
5570,2,"Never Married, Not Cohabitating"
5571,1,Married
5572,7,Married
5573,1,Married
5574,0,"Never Married, Not Cohabitating"
5575,1,Married
5576,1,Married
5577,4,"Never Married, Not Cohabitating"
5578,1,"Never Married, Cohabiting"
5579,0,"Never Married, Not Cohabitating"
5580,1,Married
5581,2,"Never Married, Not Cohabitating"
5582,6,"Never Married, Not Cohabitating"
5583,3,Married
5584,1,"Never Married, Cohabiting"
5585,3,"Never Married, Cohabiting"
5586,1,"Never Married, Cohabiting"
5587,0,"Never Married, Not Cohabitating"
5588,3,"Never Married, Cohabiting"
5589,1,"Never Married, Cohabiting"
5591,1,Married
5592,1,"Never Married, Cohabiting"
5593,9,Married
5594,3,Divorced
5595,0,"Never Married, Not Cohabitating"
5596,9,Married
5597,0,"Never Married, Not Cohabitating"
5598,0,"Never Married, Not Cohabitating"
5599,3,Divorced
5600,0,"Never Married, Not Cohabitating"
5601,3,Married
5602,1,Married
5603,3,"Never Married, Cohabiting"
5605,1,Married
5606,1,Married
5607,1,Married
5608,0,"Never Married, Not Cohabitating"
5609,2,"Never Married, Not Cohabitating"
5610,4,Divorced
5611,0,"Never Married, Not Cohabitating"
5612,1,Married
5613,0,"Never Married, Not Cohabitating"
5614,0,"Never Married, Not Cohabitating"
5615,1,Married
5616,0,"Never Married, Not Cohabitating"
5617,0,"Never Married, Not Cohabitating"
5618,1,Married
5619,0,"Never Married, Not Cohabitating"
5620,3,Married
5622,5,Legally Separated
5623,1,"Never Married, Not Cohabitating"
5624,1,Married
5625,3,Married
5628,0,"Never Married, Not Cohabitating"
5629,5,Married
5630,3,"Never Married, Cohabiting"
5631,3,Divorced
5632,1,Married
5633,3,Married
5634,1,Married
5636,3,Divorced
5637,2,"Never Married, Not Cohabitating"
5638,5,"Never Married, Not Cohabitating"
5639,1,Married
5640,3,Divorced
5642,1,"Never Married, Cohabiting"
5643,1,Married
5644,0,"Never Married, Not Cohabitating"
5645,9,Married
5646,1,Married
5647,3,Married
5648,2,Legally Separated
5649,5,Married
5650,7,Married
5654,0,"Never Married, Not Cohabitating"
5655,0,"Never Married, Not Cohabitating"
5656,1,"Never Married, Cohabiting"
5657,1,Married
5659,3,Divorced
5660,4,"Never Married, Not Cohabitating"
5661,3,Divorced
5662,3,Divorced
5665,2,"Never Married, Not Cohabitating"
5666,6,Divorced
5667,1,Married
5668,7,"Never Married, Cohabiting"
5669,1,Married
5671,3,Married
5672,1,Married
5673,3,Married
5676,4,Married
5677,1,Married
5679,4,Married
5681,3,Divorced
5682,1,Married
5683,1,Married
5684,1,Married
5685,1,Married
5686,8,Divorced
5687,1,Married
5688,1,Married
5690,1,Married
5691,1,Married
5692,2,Legally Separated
5693,4,Married
5694,5,Married
5695,1,Married
5697,6,Married
5698,0,"Never Married, Not Cohabitating"
5699,1,Married
5700,0,"Never Married, Not Cohabitating"
5701,1,Married
5702,6,Divorced
5703,1,Married
5705,7,Legally Separated
5707,1,Married
5708,1,Married
5709,1,Married
5710,1,Married
5711,1,Married
5712,5,Married
5713,0,"Never Married, Not Cohabitating"
5714,3,"Never Married, Cohabiting"
5715,0,"Never Married, Not Cohabitating"
5716,1,Married
5717,1,Married
5718,1,Married
5719,2,"Never Married, Not Cohabitating"
5720,1,Married
5722,0,"Never Married, Not Cohabitating"
5723,3,Married
5726,3,Married
5728,3,Married
5729,4,Divorced
5730,0,"Never Married, Not Cohabitating"
5731,0,"Never Married, Not Cohabitating"
5732,1,Married
5733,2,"Never Married, Not Cohabitating"
5734,3,"Never Married, Cohabiting"
5738,9,Divorced
5739,7,Divorced
5741,3,Divorced
5742,6,Divorced
5743,0,"Never Married, Not Cohabitating"
5745,7,"Never Married, Cohabiting"
5746,3,Divorced
5747,1,Married
5748,1,Married
5749,0,"Never Married, Not Cohabitating"
5750,2,"Never Married, Not Cohabitating"
5751,2,"Never Married, Not Cohabitating"
5753,0,"Never Married, Not Cohabitating"
5754,3,Married
5755,0,"Never Married, Not Cohabitating"
5756,1,Married
5757,2,"Never Married, Not Cohabitating"
5758,0,"Never Married, Not Cohabitating"
5759,2,"Never Married, Not Cohabitating"
5760,3,Divorced
5761,1,Married
5762,1,Married
5763,4,"Never Married, Cohabiting"
5764,1,Married
5765,1,"Never Married, Cohabiting"
5766,5,Divorced
5767,1,Married
5768,7,"Never Married, Cohabiting"
5769,3,Married
5770,6,Married
5771,1,Married
5772,1,Married
5773,2,"Never Married, Not Cohabitating"
5774,1,Married
5775,1,"Never Married, Cohabiting"
5776,5,"Never Married, Cohabiting"
5777,1,"Never Married, Cohabiting"
5778,5,"Never Married, Not Cohabitating"
5779,1,"Never Married, Not Cohabitating"
5782,1,Married
5783,8,Married
5784,3,Married
5785,1,Married
5786,1,Married
5787,1,Married
5788,6,Divorced
5789,0,"Never Married, Not Cohabitating"
5790,2,"Never Married, Not Cohabitating"
5792,5,Married
5793,3,Married
5794,1,Married
5795,1,Married
5796,7,Divorced
5798,3,"Never Married, Cohabiting"
5799,0,"Never Married, Not Cohabitating"
5800,5,Divorced
5801,0,"Never Married, Not Cohabitating"
5802,3,"Never Married, Not Cohabitating"
5803,4,"Never Married, Not Cohabitating"
5804,2,"Never Married, Not Cohabitating"
5806,2,Married
5807,7,"Never Married, Not Cohabitating"
5808,2,"Never Married, Not Cohabitating"
5809,0,"Never Married, Not Cohabitating"
5810,0,"Never Married, Not Cohabitating"
5812,2,"Never Married, Not Cohabitating"
5813,0,"Never Married, Not Cohabitating"
5814,1,Married
5815,1,Married
5817,2,"Never Married, Not Cohabitating"
5818,0,"Never Married, Not Cohabitating"
5820,9,"Never Married, Not Cohabitating"
5821,6,"Never Married, Not Cohabitating"
5822,1,"Never Married, Not Cohabitating"
5823,1,Married
5824,2,"Never Married, Not Cohabitating"
5825,2,"Never Married, Not Cohabitating"
5827,3,Divorced
5828,1,Married
5829,3,Legally Separated
5830,3,Divorced
5831,4,"Never Married, Not Cohabitating"
5833,0,"Never Married, Not Cohabitating"
5834,2,"Never Married, Not Cohabitating"
5835,0,"Never Married, Not Cohabitating"
5836,0,"Never Married, Not Cohabitating"
5837,0,"Never Married, Not Cohabitating"
5838,0,"Never Married, Not Cohabitating"
5839,0,"Never Married, Not Cohabitating"
5840,9,Divorced
5842,1,Married
5843,1,Married
5844,0,"Never Married, Not Cohabitating"
5845,1,Married
5847,1,Married
5848,0,"Never Married, Not Cohabitating"
5849,0,"Never Married, Not Cohabitating"
5851,1,Married
5852,3,Married
5853,1,"Never Married, Cohabiting"
5855,3,Divorced
5856,4,"Never Married, Not Cohabitating"
5857,4,Married
5860,0,"Never Married, Not Cohabitating"
5862,3,Married
5863,1,Married
5864,1,Married
5866,0,"Never Married, Not Cohabitating"
5867,1,Married
5868,3,"Never Married, Cohabiting"
5869,3,Married
5870,1,Married
5872,1,Married
5873,1,Married
5874,0,"Never Married, Not Cohabitating"
5875,3,Divorced
5876,7,Married
5877,3,"Never Married, Cohabiting"
5878,0,"Never Married, Not Cohabitating"
5879,1,Married
5880,3,Married
5881,0,"Never Married, Not Cohabitating"
5882,0,"Never Married, Not Cohabitating"
5883,3,Divorced
5884,0,"Never Married, Not Cohabitating"
5885,4,Married
5886,4,"Never Married, Not Cohabitating"
5887,0,"Never Married, Not Cohabitating"
5889,3,Married
5890,1,"Never Married, Not Cohabitating"
5891,1,Married
5892,1,Married
5893,3,Married
5896,4,Legally Separated
5897,6,"Never Married, Cohabiting"
5898,1,"Never Married, Not Cohabitating"
5899,0,"Never Married, Not Cohabitating"
5900,0,"Never Married, Not Cohabitating"
5902,4,"Never Married, Cohabiting"
5903,4,Married
5904,4,"Never Married, Cohabiting"
5905,3,Married
5906,1,Married
5907,5,Divorced
5908,1,Married
5909,3,Married
5911,2,"Never Married, Not Cohabitating"
5912,4,Married
5913,0,"Never Married, Not Cohabitating"
5915,0,"Never Married, Not Cohabitating"
5918,4,"Never Married, Not Cohabitating"
5919,0,"Never Married, Not Cohabitating"
5920,0,"Never Married, Not Cohabitating"
5922,2,"Never Married, Not Cohabitating"
5923,0,"Never Married, Not Cohabitating"
5924,1,"Never Married, Cohabiting"
5925,0,"Never Married, Not Cohabitating"
5926,3,"Never Married, Cohabiting"
5927,3,"Never Married, Cohabiting"
5928,2,"Never Married, Not Cohabitating"
5929,1,"Never Married, Not Cohabitating"
5930,3,"Never Married, Not Cohabitating"
5931,2,"Never Married, Not Cohabitating"
5932,3,Divorced
5933,1,Married
5934,1,Married
5935,1,"Never Married, Cohabiting"
5936,3,"Never Married, Cohabiting"
5937,3,Divorced
5939,2,"Never Married, Not Cohabitating"
5940,0,"Never Married, Not Cohabitating"
5941,0,"Never Married, Not Cohabitating"
5942,2,"Never Married, Not Cohabitating"
5943,1,"Never Married, Cohabiting"
5944,6,Legally Separated
5945,2,"Never Married, Not Cohabitating"
5947,1,Married
5948,2,"Never Married, Not Cohabitating"
5949,0,"Never Married, Not Cohabitating"
5950,2,Married
5953,1,Married
5955,1,"Never Married, Cohabiting"
5958,1,Married
5959,1,Married
5960,0,"Never Married, Not Cohabitating"
5962,1,"Never Married, Cohabiting"
5963,3,Divorced
5964,3,Divorced
5965,1,Married
5966,1,"Never Married, Not Cohabitating"
5967,0,"Never Married, Not Cohabitating"
5968,2,"Never Married, Not Cohabitating"
5969,0,"Never Married, Not Cohabitating"
5970,0,"Never Married, Not Cohabitating"
5971,0,"Never Married, Not Cohabitating"
5972,0,"Never Married, Not Cohabitating"
5973,3,Divorced
5974,3,"Never Married, Cohabiting"
5975,0,"Never Married, Not Cohabitating"
5976,1,"Never Married, Cohabiting"
5977,4,"Never Married, Not Cohabitating"
5978,4,"Never Married, Cohabiting"
5979,2,"Never Married, Cohabiting"
5980,4,"Never Married, Not Cohabitating"
5981,6,"Never Married, Not Cohabitating"
5982,3,"Never Married, Cohabiting"
5984,1,Married
5985,1,"Never Married, Cohabiting"
5986,3,"Never Married, Not Cohabitating"
5987,1,"Never Married, Not Cohabitating"
5988,3,Married
5989,2,"Never Married, Not Cohabitating"
5990,3,Divorced
5991,2,"Never Married, Not Cohabitating"
5992,0,"Never Married, Not Cohabitating"
5994,0,"Never Married, Not Cohabitating"
5995,0,"Never Married, Not Cohabitating"
5996,3,"Never Married, Cohabiting"
5997,2,"Never Married, Not Cohabitating"
5998,2,"Never Married, Not Cohabitating"
5999,0,"Never Married, Not Cohabitating"
6000,2,"Never Married, Not Cohabitating"
6001,0,"Never Married, Not Cohabitating"
6004,1,"Never Married, Cohabiting"
6006,1,"Never Married, Cohabiting"
6007,3,Divorced
6010,1,Married
6011,3,Married
6013,2,"Never Married, Not Cohabitating"
6014,3,Married
6015,3,Divorced
6016,5,Divorced
6017,3,Divorced
6018,3,Married
6019,1,Married
6020,0,"Never Married, Not Cohabitating"
6021,1,Married
6022,4,Married
6025,3,Divorced
6026,6,Married
6027,2,"Never Married, Not Cohabitating"
6030,3,Divorced
6031,0,"Never Married, Not Cohabitating"
6032,4,Married
6033,1,Married
6034,1,Married
6036,0,"Never Married, Not Cohabitating"
6037,6,"Never Married, Not Cohabitating"
